orbit: 2, acc: 1.0, simple_acc: 0.8683760762214661
orbit: 3, acc: 1.0, simple_acc: 0.7811965942382812
orbit: 4, acc: 1.0, simple_acc: 0.9948717951774597
orbit: 5, acc: 1.0, simple_acc: 0.7504273653030396
orbit: 8, acc: 1.0, simple_acc: 0.9811965823173523
orbit: 10, acc: 1.0, simple_acc: 0.7230769395828247
orbit: 11, acc: 1.0, simple_acc: 0.8222222328186035
orbit: 12, acc: 1.0, simple_acc: 0.7504273653030396
orbit: 13, acc: 1.0, simple_acc: 0.6068376302719116
orbit: 14, acc: 1.0, simple_acc: 0.5829060077667236
orbit: 15, acc: 1.0, simple_acc: 0.9811965823173523
orbit: 16, acc: 1.0, simple_acc: 0.6581196784973145
orbit: 18, acc: 1.0, simple_acc: 0.9982905983924866
orbit: 19, acc: 1.0, simple_acc: 0.8666666746139526
orbit: 21, acc: 1.0, simple_acc: 0.9794871807098389
orbit: 22, acc: 1.0, simple_acc: 0.7743589878082275
orbit: 23, acc: 1.0, simple_acc: 0.656410276889801
orbit: 25, acc: 1.0, simple_acc: 0.8649572730064392
orbit: 28, acc: 0.9997848893007247, simple_acc: 0.7709401845932007
orbit: 30, acc: 1.0, simple_acc: 0.9931623935699463
orbit: 33, acc: 1.0, simple_acc: 0.740170955657959
orbit: 34, acc: 1.0, simple_acc: 0.964102566242218
orbit: 37, acc: 1.0, simple_acc: 0.5829060077667236
orbit: 38, acc: 1.0, simple_acc: 0.764102578163147
orbit: 39, acc: 1.0, simple_acc: 0.6188034415245056
orbit: 40, acc: 1.0, simple_acc: 0.716239333152771
orbit: 41, acc: 1.0, simple_acc: 0.5384615659713745
orbit: 44, acc: 1.0, simple_acc: 0.7213675379753113
orbit: 45, acc: 1.0, simple_acc: 0.8649572730064392
orbit: 46, acc: 1.0, simple_acc: 0.9777777791023254
orbit: 49, acc: 1.0, simple_acc: 0.6991453170776367
orbit: 50, acc: 1.0, simple_acc: 0.9572649598121643
orbit: 52, acc: 1.0, simple_acc: 0.5470085740089417
orbit: 53, acc: 1.0, simple_acc: 0.7623931765556335
orbit: 54, acc: 1.0, simple_acc: 0.5094017386436462
orbit: 55, acc: 1.0, simple_acc: 0.8581196665763855
orbit: 56, acc: 0.9998242923774839, simple_acc: 0.7589743733406067
orbit: 57, acc: 1.0, simple_acc: 0.8188034296035767
orbit: 58, acc: 1.0, simple_acc: 0.7076923251152039
orbit: 59, acc: 1.0, simple_acc: 0.7487179636955261
orbit: 60, acc: 1.0, simple_acc: 0.6017094254493713
orbit: 61, acc: 1.0, simple_acc: 0.5213675498962402
orbit: 62, acc: 1.0, simple_acc: 0.7299145460128784
orbit: 63, acc: 1.0, simple_acc: 0.5794872045516968
orbit: 64, acc: 1.0, simple_acc: 0.6410256624221802
orbit: 65, acc: 1.0, simple_acc: 0.7213675379753113
orbit: 66, acc: 1.0, simple_acc: 0.5658119916915894
orbit: 67, acc: 1.0, simple_acc: 0.5059829354286194
orbit: 68, acc: 1.0, simple_acc: 0.5538461804389954
orbit: 69, acc: 1.0, simple_acc: 0.6290598511695862
orbit: 70, acc: 1.0, simple_acc: 0.5333333611488342
orbit: 71, acc: 1.0, simple_acc: 0.5589743852615356
orbit: 72, acc: 1.0, simple_acc: 0.6051282286643982
mean acc: 0.9999926260694002
