orbit: 2, acc: 0.9999513949645183, simple_acc: 0.8624787926673889
orbit: 3, acc: 0.9999749991666389, simple_acc: 0.7775891423225403
orbit: 4, acc: 1.0, simple_acc: 0.9949066042900085
orbit: 5, acc: 1.0, simple_acc: 0.7470288872718811
orbit: 8, acc: 0.9995281535073923, simple_acc: 0.9813242554664612
orbit: 10, acc: 0.9999858103697817, simple_acc: 0.7164685726165771
orbit: 11, acc: 0.99998074998075, simple_acc: 0.8166383504867554
orbit: 12, acc: 1.0, simple_acc: 0.7470288872718811
orbit: 13, acc: 0.9999759239195858, simple_acc: 0.6027164459228516
orbit: 14, acc: 0.9999763240760471, simple_acc: 0.5806451439857483
orbit: 15, acc: 0.9998427178357974, simple_acc: 0.9813242554664612
orbit: 16, acc: 0.9999872676343264, simple_acc: 0.6536502838134766
orbit: 18, acc: 1.0, simple_acc: 0.9983022212982178
orbit: 19, acc: 0.9999639197575407, simple_acc: 0.8607810139656067
orbit: 21, acc: 1.0, simple_acc: 0.979626476764679
orbit: 22, acc: 0.9999673682493065, simple_acc: 0.7707979679107666
orbit: 23, acc: 0.999974593495935, simple_acc: 0.6519524455070496
orbit: 25, acc: 0.9999642840135244, simple_acc: 0.8590831756591797
orbit: 28, acc: 0.9999513050253215, simple_acc: 0.7691001892089844
orbit: 30, acc: 0.9995726495726496, simple_acc: 0.9932088255882263
orbit: 33, acc: 0.9999256726624052, simple_acc: 0.7368420958518982
orbit: 34, acc: 0.999748490945674, simple_acc: 0.9643463492393494
orbit: 37, acc: 0.9999881751962918, simple_acc: 0.5789473652839661
orbit: 38, acc: 0.9999763682767747, simple_acc: 0.7589133977890015
orbit: 39, acc: 0.9999878105268291, simple_acc: 0.6162987947463989
orbit: 40, acc: 0.999985911524373, simple_acc: 0.7130730152130127
orbit: 41, acc: 0.9999535585742483, simple_acc: 0.5415959358215332
orbit: 44, acc: 1.0, simple_acc: 0.7147707939147949
orbit: 45, acc: 0.9999642840135244, simple_acc: 0.8590831756591797
orbit: 46, acc: 0.9995993589743589, simple_acc: 0.9779286980628967
orbit: 49, acc: 0.999986416734583, simple_acc: 0.6943972706794739
orbit: 50, acc: 0.9996584232818692, simple_acc: 0.9558573961257935
orbit: 52, acc: 0.9999883828996283, simple_acc: 0.5432937145233154
orbit: 53, acc: 0.9999684910356996, simple_acc: 0.7589133977890015
orbit: 54, acc: 0.9999884625147103, simple_acc: 0.5127334594726562
orbit: 55, acc: 0.9999771030819252, simple_acc: 0.852292001247406
orbit: 56, acc: 0.9999608015303082, simple_acc: 0.7572156190872192
orbit: 57, acc: 1.0, simple_acc: 0.8132427930831909
orbit: 58, acc: 0.9999862425709883, simple_acc: 0.7011884450912476
orbit: 59, acc: 0.9999848139711466, simple_acc: 0.7453310489654541
orbit: 60, acc: 0.999976026083621, simple_acc: 0.5976231098175049
orbit: 61, acc: 0.9999768839574664, simple_acc: 0.5246179699897766
orbit: 62, acc: 0.9999637197422651, simple_acc: 0.7266553640365601
orbit: 63, acc: 0.999976401179941, simple_acc: 0.5755518078804016
orbit: 64, acc: 0.9999999999999999, simple_acc: 0.63667231798172
orbit: 65, acc: 0.9999857586373865, simple_acc: 0.7181664109230042
orbit: 66, acc: 0.9999882799681216, simple_acc: 0.5636672377586365
orbit: 67, acc: 0.9999884659746252, simple_acc: 0.509337842464447
orbit: 68, acc: 0.9999767062660144, simple_acc: 0.5500848889350891
orbit: 69, acc: 1.0, simple_acc: 0.6315789222717285
orbit: 70, acc: 0.9999884243181923, simple_acc: 0.5314091444015503
orbit: 71, acc: 0.9999531604955619, simple_acc: 0.5619694590568542
orbit: 72, acc: 0.9999758156182736, simple_acc: 0.607809841632843
mean acc: 0.9999429409835079
