orbit: 2, acc: 0.9999374593485766, simple_acc: 0.8649572730064392
orbit: 3, acc: 0.9999656156517553, simple_acc: 0.7829059958457947
orbit: 4, acc: 1.0, simple_acc: 0.9965811967849731
orbit: 5, acc: 0.999968795831123, simple_acc: 0.7504273653030396
orbit: 8, acc: 1.0, simple_acc: 0.9811965823173523
orbit: 10, acc: 0.9999854621579973, simple_acc: 0.7213675379753113
orbit: 11, acc: 0.9999603174603174, simple_acc: 0.8205128312110901
orbit: 12, acc: 0.9999843979155615, simple_acc: 0.7504273653030396
orbit: 13, acc: 0.999987752602572, simple_acc: 0.6068376302719116
orbit: 14, acc: 0.9999879671744519, simple_acc: 0.5846154093742371
orbit: 15, acc: 0.9998260869565218, simple_acc: 0.9829059839248657
orbit: 16, acc: 0.999961131840796, simple_acc: 0.656410276889801
orbit: 19, acc: 0.9999381188118812, simple_acc: 0.8632478713989258
orbit: 22, acc: 1.0, simple_acc: 0.776068389415741
orbit: 23, acc: 1.0, simple_acc: 0.6547008752822876
orbit: 25, acc: 0.9999510092102686, simple_acc: 0.8615384697914124
orbit: 28, acc: 0.9999667309867589, simple_acc: 0.7726495862007141
orbit: 30, acc: 1.0, simple_acc: 0.9948717951774597
orbit: 33, acc: 0.9999544183785097, simple_acc: 0.740170955657959
orbit: 34, acc: 0.9999115044247787, simple_acc: 0.9658119678497314
orbit: 37, acc: 1.0, simple_acc: 0.5829060077667236
orbit: 38, acc: 0.9999758041100751, simple_acc: 0.7623931765556335
orbit: 39, acc: 0.9999876124173128, simple_acc: 0.6188034415245056
orbit: 40, acc: 1.0, simple_acc: 0.716239333152771
orbit: 41, acc: 0.9999882422104645, simple_acc: 0.5384615659713745
orbit: 44, acc: 1.0, simple_acc: 0.7196581363677979
orbit: 45, acc: 0.9999510092102685, simple_acc: 0.8615384697914124
orbit: 46, acc: 0.9997091332169866, simple_acc: 0.9794871807098389
orbit: 49, acc: 0.9999861526531516, simple_acc: 0.6974359154701233
orbit: 50, acc: 0.9998928571428571, simple_acc: 0.9572649598121643
orbit: 52, acc: 0.9999646226415094, simple_acc: 0.5470085740089417
orbit: 53, acc: 0.9999756832992899, simple_acc: 0.764102578163147
orbit: 54, acc: 0.9999883076491358, simple_acc: 0.5094017386436462
orbit: 55, acc: 0.9999882352941175, simple_acc: 0.8547008633613586
orbit: 56, acc: 0.9999759229534511, simple_acc: 0.7606837749481201
orbit: 57, acc: 0.9999804481288859, simple_acc: 0.8170940279960632
orbit: 58, acc: 0.9999859226307787, simple_acc: 0.7059829235076904
orbit: 59, acc: 0.9999844686733141, simple_acc: 0.7487179636955261
orbit: 60, acc: 0.9999756145142411, simple_acc: 0.6017094254493713
orbit: 61, acc: 1.0, simple_acc: 0.5213675498962402
orbit: 62, acc: 0.9999778545486757, simple_acc: 0.728205144405365
orbit: 63, acc: 0.9999940043648223, simple_acc: 0.5794872045516968
orbit: 64, acc: 1.0, simple_acc: 0.6410256624221802
orbit: 65, acc: 0.9999854069988033, simple_acc: 0.7230769395828247
orbit: 66, acc: 0.9999880946711749, simple_acc: 0.5675213932991028
orbit: 67, acc: 0.9999883101094174, simple_acc: 0.5059829354286194
orbit: 68, acc: 0.9999881746369614, simple_acc: 0.5538461804389954
orbit: 69, acc: 0.9999874774594268, simple_acc: 0.6290598511695862
orbit: 70, acc: 0.999976508175155, simple_acc: 0.5350427627563477
orbit: 71, acc: 0.9999881468838158, simple_acc: 0.5589743852615356
orbit: 72, acc: 1.0, simple_acc: 0.6051282286643982
mean acc: 0.9999700153597246
