orbit: 2, acc: 0.9962192412850308, simple_acc: 0.8901734352111816
orbit: 5, acc: 0.9833411603978995, simple_acc: 0.573699414730072
orbit: 8, acc: 0.9494823400064135, simple_acc: 0.7601156234741211
orbit: 10, acc: 0.9612812843784379, simple_acc: 0.5838150382041931
orbit: 12, acc: 0.9413751770731177, simple_acc: 0.6979768872261047
orbit: 15, acc: 0.9766440779099007, simple_acc: 0.5708092451095581
orbit: 16, acc: 0.9822265641737581, simple_acc: 0.5794797539710999
orbit: 23, acc: 0.9212762747661672, simple_acc: 0.5289017558097839
orbit: 25, acc: 0.9622041497236993, simple_acc: 0.5982658863067627
orbit: 26, acc: 0.9293351745906491, simple_acc: 0.8020231127738953
orbit: 27, acc: 0.9415886113589057, simple_acc: 0.6589595079421997
orbit: 28, acc: 0.910783130510577, simple_acc: 0.5289017558097839
orbit: 32, acc: 0.9615154927654929, simple_acc: 0.5722543597221375
orbit: 34, acc: 0.9903601978080727, simple_acc: 0.5028901696205139
orbit: 38, acc: 0.9925623069896916, simple_acc: 0.599711000919342
orbit: 39, acc: 0.9568651501635445, simple_acc: 0.6589595079421997
orbit: 40, acc: 0.9067344961240309, simple_acc: 0.7456647157669067
orbit: 45, acc: 0.9813261003658732, simple_acc: 0.5534682273864746
orbit: 46, acc: 0.9878841088674275, simple_acc: 0.5158959627151489
orbit: 50, acc: 0.9865623304395009, simple_acc: 0.560693621635437
orbit: 53, acc: 0.9626535177829522, simple_acc: 0.6459537744522095
orbit: 55, acc: 0.9927140255009106, simple_acc: 0.5592485666275024
orbit: 57, acc: 0.9861725406210717, simple_acc: 0.660404622554779
orbit: 62, acc: 0.962887168141593, simple_acc: 0.6531791687011719
orbit: 64, acc: 0.9122875670840787, simple_acc: 0.7514451146125793
mean acc: 0.9614512875531518
