orbit: 3, acc: 0.7648368387134571, simple_acc: 0.6259258985519409
orbit: 5, acc: 0.9962546816479401, simple_acc: 0.9888888597488403
orbit: 8, acc: 0.4874414644529587, simple_acc: 0.9666666388511658
orbit: 12, acc: 0.9561752988047808, simple_acc: 0.9296296238899231
orbit: 13, acc: 0.21494708994709, simple_acc: 0.9333333373069763
orbit: 16, acc: 0.9960474308300395, simple_acc: 0.9370370507240295
orbit: 23, acc: 0.7734705882352941, simple_acc: 0.6296296119689941
orbit: 33, acc: 0.9253162627648224, simple_acc: 0.8999999761581421
orbit: 34, acc: 0.6624493927125507, simple_acc: 0.5777778029441833
orbit: 38, acc: 0.742726489495659, simple_acc: 0.7074074149131775
orbit: 39, acc: 0.7579013340496016, simple_acc: 0.8111110925674438
orbit: 46, acc: 0.6403832388084355, simple_acc: 0.529629647731781
orbit: 53, acc: 0.6119615983393878, simple_acc: 0.6962962746620178
orbit: 54, acc: 0.9486803519061584, simple_acc: 0.9185185432434082
orbit: 56, acc: 0.617801047120419, simple_acc: 0.7074074149131775
orbit: 57, acc: 0.8025282060369779, simple_acc: 0.6333333253860474
orbit: 58, acc: 0.7932254802831143, simple_acc: 0.6814814805984497
orbit: 59, acc: 0.9804454101032047, simple_acc: 0.9740740656852722
orbit: 60, acc: 0.8543233082706767, simple_acc: 0.9851852059364319
orbit: 62, acc: 0.4796306355241716, simple_acc: 0.9740740656852722
orbit: 63, acc: 0.17762085822922324, simple_acc: 0.9740740656852722
orbit: 64, acc: 0.021184139054861478, simple_acc: 0.9740740656852722
orbit: 68, acc: 0.5130111524163569, simple_acc: 0.9962962865829468
mean acc: 0.6834070564237907
