orbit: 2, acc: 0.975806474685669, simple_acc: 0.9460673928260803
orbit: 3, acc: 0.8901528716087341, simple_acc: 0.6973782777786255
orbit: 4, acc: 0.9758065938949585, simple_acc: 0.9752808809280396
orbit: 5, acc: 0.8891958594322205, simple_acc: 0.7078651785850525
orbit: 8, acc: 0.9128183126449585, simple_acc: 0.8426966071128845
orbit: 10, acc: 0.8454313278198242, simple_acc: 0.6434456706047058
orbit: 11, acc: 0.9875367879867554, simple_acc: 0.898876428604126
orbit: 12, acc: 0.880845844745636, simple_acc: 0.6764044761657715
orbit: 13, acc: 0.8457168936729431, simple_acc: 0.7588015198707581
orbit: 14, acc: 0.9472757577896118, simple_acc: 0.9250936508178711
orbit: 15, acc: 0.8467357158660889, simple_acc: 0.8374531865119934
orbit: 16, acc: 0.9271955490112305, simple_acc: 0.5280898809432983
orbit: 19, acc: 0.9030637741088867, simple_acc: 0.8801498413085938
orbit: 21, acc: 0.8674255013465881, simple_acc: 0.7842696905136108
orbit: 22, acc: 0.8183670043945312, simple_acc: 0.6277153491973877
orbit: 23, acc: 0.8559808731079102, simple_acc: 0.5250936150550842
orbit: 25, acc: 0.8853063583374023, simple_acc: 0.856928825378418
orbit: 26, acc: 0.9570303559303284, simple_acc: 0.9295880198478699
orbit: 27, acc: 0.8863868117332458, simple_acc: 0.8164793848991394
orbit: 28, acc: 0.8003240823745728, simple_acc: 0.5760299563407898
orbit: 30, acc: 0.8615604043006897, simple_acc: 0.7490636706352234
orbit: 31, acc: 0.905548632144928, simple_acc: 0.8179775476455688
orbit: 32, acc: 0.8015666604042053, simple_acc: 0.7086142301559448
orbit: 34, acc: 0.9109044671058655, simple_acc: 0.5775281190872192
orbit: 38, acc: 0.9699413776397705, simple_acc: 0.5782771706581116
orbit: 39, acc: 0.9111282229423523, simple_acc: 0.6434456706047058
orbit: 40, acc: 0.8564901947975159, simple_acc: 0.71685391664505
orbit: 41, acc: 0.921839714050293, simple_acc: 0.8801498413085938
orbit: 42, acc: 0.9523460865020752, simple_acc: 0.9513108730316162
orbit: 43, acc: 0.8635359406471252, simple_acc: 0.6696628928184509
orbit: 44, acc: 0.8108736276626587, simple_acc: 0.6007490754127502
orbit: 45, acc: 0.8600941300392151, simple_acc: 0.7183520793914795
orbit: 46, acc: 0.906220018863678, simple_acc: 0.6059924960136414
orbit: 50, acc: 0.9387019872665405, simple_acc: 0.5183520317077637
orbit: 53, acc: 0.9145084619522095, simple_acc: 0.6329588294029236
orbit: 54, acc: 0.9123707413673401, simple_acc: 0.8501872420310974
orbit: 55, acc: 0.9460334181785583, simple_acc: 0.5026217103004456
orbit: 56, acc: 0.8840020895004272, simple_acc: 0.5325842499732971
orbit: 57, acc: 0.9592298269271851, simple_acc: 0.672659158706665
orbit: 58, acc: 0.8891341686248779, simple_acc: 0.5940074920654297
orbit: 61, acc: 0.9147939085960388, simple_acc: 0.8689138293266296
orbit: 62, acc: 0.9194164872169495, simple_acc: 0.6329588294029236
orbit: 63, acc: 0.8619077205657959, simple_acc: 0.800000011920929
orbit: 64, acc: 0.8509107232093811, simple_acc: 0.7303370833396912
orbit: 65, acc: 0.8366954922676086, simple_acc: 0.7775281071662903
orbit: 68, acc: 0.8834928274154663, simple_acc: 0.8382022380828857
orbit: 69, acc: 0.976539671421051, simple_acc: 0.9632958769798279
orbit: 70, acc: 0.9506559371948242, simple_acc: 0.9378277063369751
orbit: 71, acc: 0.9677419662475586, simple_acc: 0.9625468254089355
mean acc: 0.8987058705213119
