orbit: 2, acc: 0.8461195758709793, simple_acc: 0.9454131722450256
orbit: 3, acc: 0.8033832598643567, simple_acc: 0.6921910643577576
orbit: 4, acc: 0.5759761072261073, simple_acc: 0.9757391810417175
orbit: 5, acc: 0.8895192736185384, simple_acc: 0.7088703513145447
orbit: 8, acc: 0.4069144438807751, simple_acc: 0.8476118445396423
orbit: 10, acc: 0.836063861014234, simple_acc: 0.6376042366027832
orbit: 11, acc: 0.8433906417280685, simple_acc: 0.8984078764915466
orbit: 12, acc: 0.970846903837321, simple_acc: 0.6724791526794434
orbit: 13, acc: 0.9517434290448986, simple_acc: 0.7558756470680237
orbit: 14, acc: 0.9640278917145201, simple_acc: 0.9241849780082703
orbit: 15, acc: 0.28126260670313535, simple_acc: 0.8278999328613281
orbit: 16, acc: 0.9426434835560763, simple_acc: 0.5284306406974792
orbit: 19, acc: 0.8133701850216422, simple_acc: 0.8802123069763184
orbit: 21, acc: 0.642480012584036, simple_acc: 0.7862016558647156
orbit: 22, acc: 0.7762903454792014, simple_acc: 0.6231994032859802
orbit: 23, acc: 0.8792035602287401, simple_acc: 0.5269143581390381
orbit: 26, acc: 0.8282249742002062, simple_acc: 0.9279757142066956
orbit: 27, acc: 0.7919998450333179, simple_acc: 0.8188021183013916
orbit: 28, acc: 0.8097802559759082, simple_acc: 0.5754359364509583
orbit: 30, acc: 0.8732636250341955, simple_acc: 0.7467778325080872
orbit: 31, acc: 0.5703684332868433, simple_acc: 0.8188021183013916
orbit: 32, acc: 0.7941483100723054, simple_acc: 0.7119029760360718
orbit: 33, acc: 0.8880889010838249, simple_acc: 0.7012888789176941
orbit: 34, acc: 0.937466736373099, simple_acc: 0.5769522190093994
orbit: 38, acc: 0.9910384904950122, simple_acc: 0.5754359364509583
orbit: 39, acc: 0.964012683194767, simple_acc: 0.6406368613243103
orbit: 40, acc: 0.9630360586789918, simple_acc: 0.7134192585945129
orbit: 41, acc: 0.9558994823123381, simple_acc: 0.8786959648132324
orbit: 43, acc: 0.7836307038972551, simple_acc: 0.6641395092010498
orbit: 44, acc: 0.8458992942971582, simple_acc: 0.5943896770477295
orbit: 45, acc: 0.8751945222533457, simple_acc: 0.71645188331604
orbit: 46, acc: 0.9211299028427491, simple_acc: 0.6019712090492249
orbit: 50, acc: 0.9676229527057189, simple_acc: 0.5140257477760315
orbit: 52, acc: 0.9492804492804494, simple_acc: 0.9257012605667114
orbit: 53, acc: 0.9735604996673812, simple_acc: 0.6292645931243896
orbit: 54, acc: 0.9511572832886506, simple_acc: 0.8483699560165405
orbit: 55, acc: 0.9693368895429044, simple_acc: 0.5034116506576538
orbit: 56, acc: 0.8893789183777974, simple_acc: 0.5284306406974792
orbit: 57, acc: 0.843408019492558, simple_acc: 0.6815769672393799
orbit: 58, acc: 0.8611878453038673, simple_acc: 0.5883244872093201
orbit: 59, acc: 0.9707050437908907, simple_acc: 0.6732373237609863
orbit: 60, acc: 0.9516426969257158, simple_acc: 0.7589082717895508
orbit: 61, acc: 0.9628521478521479, simple_acc: 0.8673237562179565
orbit: 62, acc: 0.9749693966198074, simple_acc: 0.6307808756828308
orbit: 63, acc: 0.9496340126173082, simple_acc: 0.7975739240646362
orbit: 64, acc: 0.9598105665623914, simple_acc: 0.7270659804344177
orbit: 65, acc: 0.9417198732267227, simple_acc: 0.7748293876647949
orbit: 66, acc: 0.2949656521085092, simple_acc: 0.9257012605667114
orbit: 67, acc: 0.947953216374269, simple_acc: 0.9279757142066956
orbit: 68, acc: 0.95803112722877, simple_acc: 0.8362395763397217
orbit: 69, acc: 0.9835449140286037, simple_acc: 0.9628506302833557
orbit: 70, acc: 0.1296447927632861, simple_acc: 0.9370735287666321
orbit: 71, acc: 0.9849014972419228, simple_acc: 0.9620925188064575
mean acc: 0.8421080301019552
