orbit: 2, acc: 0.9780228237208382, simple_acc: 0.9446550607681274
orbit: 3, acc: 0.9112713599965325, simple_acc: 0.6944655179977417
orbit: 5, acc: 0.9535504838374127, simple_acc: 0.7134192585945129
orbit: 8, acc: 0.9180528629786056, simple_acc: 0.8423047661781311
orbit: 10, acc: 0.9121160919883968, simple_acc: 0.6391205191612244
orbit: 11, acc: 0.988715464884809, simple_acc: 0.8991660475730896
orbit: 12, acc: 0.9335402688070902, simple_acc: 0.6732373237609863
orbit: 16, acc: 0.9710546965151167, simple_acc: 0.5307050943374634
orbit: 23, acc: 0.9001470662812516, simple_acc: 0.5253980159759521
orbit: 30, acc: 0.9225468238537078, simple_acc: 0.7513267397880554
orbit: 32, acc: 0.9069943502824859, simple_acc: 0.7156937122344971
orbit: 34, acc: 0.9631414179455796, simple_acc: 0.5761941075325012
orbit: 38, acc: 0.9797947507721527, simple_acc: 0.5739196538925171
orbit: 39, acc: 0.9452082813669245, simple_acc: 0.6398786902427673
orbit: 40, acc: 0.9071420928438281, simple_acc: 0.7141774296760559
orbit: 45, acc: 0.9245528455284553, simple_acc: 0.7202426195144653
orbit: 46, acc: 0.956241532711358, simple_acc: 0.603487491607666
orbit: 50, acc: 0.9717182178035533, simple_acc: 0.5155420899391174
orbit: 53, acc: 0.9459617611550497, simple_acc: 0.6292645931243896
orbit: 55, acc: 0.9799429767078247, simple_acc: 0.5041698217391968
orbit: 56, acc: 0.927573144341551, simple_acc: 0.5291887521743774
orbit: 57, acc: 0.9931188787571766, simple_acc: 0.6793025135993958
orbit: 58, acc: 0.9384972170686456, simple_acc: 0.5913571119308472
orbit: 62, acc: 0.9536477197132087, simple_acc: 0.6292645931243896
orbit: 64, acc: 0.9082665970287837, simple_acc: 0.7278240919113159
mean acc: 0.9436327890756135
