orbit: 2, acc: 0.9786931872367859, simple_acc: 0.9464684128761292
orbit: 3, acc: 0.9162368774414062, simple_acc: 0.6892193555831909
orbit: 4, acc: 0.9751420617103577, simple_acc: 0.9739776849746704
orbit: 5, acc: 0.9176791906356812, simple_acc: 0.7063196897506714
orbit: 8, acc: 0.9261581897735596, simple_acc: 0.8483271598815918
orbit: 10, acc: 0.8842766284942627, simple_acc: 0.6356877088546753
orbit: 11, acc: 0.9971590638160706, simple_acc: 0.8966542482376099
orbit: 12, acc: 0.8920673131942749, simple_acc: 0.6788104176521301
orbit: 13, acc: 0.8481424450874329, simple_acc: 0.7605947852134705
orbit: 14, acc: 0.9502840638160706, simple_acc: 0.9256505370140076
orbit: 15, acc: 0.8495847582817078, simple_acc: 0.8260223269462585
orbit: 16, acc: 0.9410511255264282, simple_acc: 0.5226765871047974
orbit: 19, acc: 0.9126420617103577, simple_acc: 0.8802974224090576
orbit: 21, acc: 0.881435751914978, simple_acc: 0.7858735918998718
orbit: 22, acc: 0.8495191931724548, simple_acc: 0.6208178400993347
orbit: 23, acc: 0.8700939416885376, simple_acc: 0.5234200954437256
orbit: 25, acc: 0.8871175646781921, simple_acc: 0.8527880907058716
orbit: 26, acc: 0.9651988744735718, simple_acc: 0.9293680191040039
orbit: 27, acc: 0.9013002514839172, simple_acc: 0.8185873627662659
orbit: 28, acc: 0.8267919421195984, simple_acc: 0.5747212171554565
orbit: 30, acc: 0.8835664391517639, simple_acc: 0.7479553818702698
orbit: 31, acc: 0.9056490063667297, simple_acc: 0.8141263723373413
orbit: 32, acc: 0.8346700072288513, simple_acc: 0.7100371718406677
orbit: 34, acc: 0.9297093749046326, simple_acc: 0.5724906921386719
orbit: 38, acc: 0.9708806872367859, simple_acc: 0.5814126133918762
orbit: 39, acc: 0.9161931872367859, simple_acc: 0.6460966467857361
orbit: 40, acc: 0.8736450672149658, simple_acc: 0.7189590930938721
orbit: 41, acc: 0.9233391284942627, simple_acc: 0.8810408711433411
orbit: 42, acc: 0.9502840638160706, simple_acc: 0.9479553699493408
orbit: 43, acc: 0.8906686902046204, simple_acc: 0.6631970405578613
orbit: 44, acc: 0.8423950672149658, simple_acc: 0.5955390334129333
orbit: 45, acc: 0.8920673131942749, simple_acc: 0.715985119342804
orbit: 46, acc: 0.9367897510528564, simple_acc: 0.6007434725761414
orbit: 50, acc: 0.9389204382896423, simple_acc: 0.5211895704269409
orbit: 53, acc: 0.9190559387207031, simple_acc: 0.6364312171936035
orbit: 54, acc: 0.9155048131942749, simple_acc: 0.8513011336326599
orbit: 55, acc: 0.9595170617103577, simple_acc: 0.5018587112426758
orbit: 56, acc: 0.9076923131942749, simple_acc: 0.5330855250358582
orbit: 57, acc: 0.9879261255264282, simple_acc: 0.6788104176521301
orbit: 58, acc: 0.9048950672149658, simple_acc: 0.5836431384086609
orbit: 61, acc: 0.9218968749046326, simple_acc: 0.8698884844779968
orbit: 62, acc: 0.921875, simple_acc: 0.6356877088546753
orbit: 63, acc: 0.8686953186988831, simple_acc: 0.8014869689941406
orbit: 64, acc: 0.8714706897735596, simple_acc: 0.732342004776001
orbit: 65, acc: 0.8480550646781921, simple_acc: 0.7791821360588074
orbit: 68, acc: 0.889936625957489, simple_acc: 0.8394051790237427
orbit: 69, acc: 0.984375, simple_acc: 0.9635687470436096
orbit: 70, acc: 0.9609375, simple_acc: 0.9382899403572083
orbit: 71, acc: 0.9751420617103577, simple_acc: 0.9628252983093262
orbit: 72, acc: 0.9865275025367737, simple_acc: 0.9843866229057312
mean acc: 0.9136571133136749
