
class 0
orbit 46:, 0.659005880355835
orbit 55:, 0.6447346806526184
orbit 34:, 0.6166560649871826
orbit 50:, 0.5303825736045837
orbit 15:, 0.48953622579574585
orbit 38:, 0.42111608386039734
orbit 62:, 0.40979263186454773
orbit 30:, 0.40535300970077515
orbit 32:, 0.4044803977012634
orbit 45:, 0.3834516704082489

class 1
orbit 10:, 0.5363000631332397
orbit 58:, 0.5254741907119751
orbit 26:, 0.3978154957294464
orbit 25:, 0.35318541526794434
orbit 33:, 0.35159769654273987
orbit 30:, 0.3237956166267395
orbit 44:, 0.3106066584587097
orbit 3:, 0.30581480264663696
orbit 5:, 0.28600287437438965
orbit 11:, 0.27969422936439514

class 2
orbit 57:, 0.281264066696167
orbit 8:, 0.10642948001623154
orbit 64:, 0.10431640595197678
orbit 53:, 0.05114593356847763
orbit 16:, 0.02735142409801483
orbit 40:, 0.01878191903233528
orbit 27:, 0.016404330730438232
orbit 32:, 0.00401688925921917
orbit 12:, -0.014626316726207733
orbit 39:, -0.015643179416656494

class 3
orbit 28:, 0.5919856429100037
orbit 56:, 0.5481178164482117
orbit 3:, 0.35203486680984497
orbit 4:, 0.20789845287799835
orbit 16:, 0.02186497673392296
orbit 64:, -0.07189753651618958
orbit 53:, -0.09780343621969223
orbit 12:, -0.13041357696056366
orbit 40:, -0.13445353507995605
orbit 39:, -0.14263714849948883
