orbit: 2, acc: 1.0, simple_acc: 0.9064587950706482
orbit: 3, acc: 1.0, simple_acc: 0.8017817139625549
orbit: 4, acc: 1.0, simple_acc: 0.9977728128433228
orbit: 5, acc: 0.9999578617359279, simple_acc: 0.820712685585022
orbit: 10, acc: 1.0, simple_acc: 0.7706013321876526
orbit: 11, acc: 1.0, simple_acc: 0.8786191344261169
orbit: 13, acc: 1.0, simple_acc: 0.667037844657898
orbit: 14, acc: 0.9999847036328872, simple_acc: 0.5824053287506104
orbit: 16, acc: 1.0, simple_acc: 0.7149220705032349
orbit: 23, acc: 1.0, simple_acc: 0.7227171659469604
orbit: 34, acc: 1.0, simple_acc: 0.9855234026908875
orbit: 37, acc: 0.9999945386526856, simple_acc: 0.6514476537704468
orbit: 38, acc: 0.9999907898614795, simple_acc: 0.839643657207489
orbit: 39, acc: 1.0, simple_acc: 0.7004454135894775
orbit: 40, acc: 0.9999931682789529, simple_acc: 0.7616926431655884
orbit: 41, acc: 0.999995038821224, simple_acc: 0.506681501865387
orbit: 50, acc: 1.0, simple_acc: 0.9788418412208557
orbit: 52, acc: 1.0, simple_acc: 0.5645879507064819
orbit: 54, acc: 0.999995000025, simple_acc: 0.544543445110321
orbit: 61, acc: 0.9999950019992003, simple_acc: 0.5434298515319824
orbit: 62, acc: 0.9999914471433459, simple_acc: 0.8240534663200378
orbit: 63, acc: 1.0, simple_acc: 0.6492204666137695
orbit: 64, acc: 1.0, simple_acc: 0.718262791633606
orbit: 65, acc: 0.9999932541824069, simple_acc: 0.7572383284568787
orbit: 67, acc: 0.9999949893774802, simple_acc: 0.5501113533973694
orbit: 68, acc: 0.9999947469335224, simple_acc: 0.6180400848388672
orbit: 69, acc: 1.0, simple_acc: 0.6202672719955444
orbit: 70, acc: 1.0, simple_acc: 0.5534521341323853
orbit: 71, acc: 1.0, simple_acc: 0.5278396606445312
orbit: 72, acc: 0.9999948642097046, simple_acc: 0.5924276113510132
mean acc: 0.9999958468284604
