orbit: 2, acc: 0.9745318293571472, simple_acc: 0.9460673928260803
orbit: 3, acc: 0.8891385793685913, simple_acc: 0.6973782777786255
orbit: 5, acc: 0.8898876309394836, simple_acc: 0.7078651785850525
orbit: 8, acc: 0.9071161150932312, simple_acc: 0.8426966071128845
orbit: 10, acc: 0.844194769859314, simple_acc: 0.6434456706047058
orbit: 11, acc: 0.9865168333053589, simple_acc: 0.898876428604126
orbit: 12, acc: 0.8786516785621643, simple_acc: 0.6764044761657715
orbit: 13, acc: 0.8426966071128845, simple_acc: 0.7588015198707581
orbit: 14, acc: 0.9378277063369751, simple_acc: 0.9250936508178711
orbit: 15, acc: 0.8449438214302063, simple_acc: 0.8374531865119934
orbit: 16, acc: 0.9265917539596558, simple_acc: 0.5280898809432983
orbit: 19, acc: 0.9018726348876953, simple_acc: 0.8801498413085938
orbit: 21, acc: 0.8621723055839539, simple_acc: 0.7842696905136108
orbit: 22, acc: 0.8149812817573547, simple_acc: 0.6277153491973877
orbit: 23, acc: 0.8554307222366333, simple_acc: 0.5250936150550842
orbit: 25, acc: 0.8831460475921631, simple_acc: 0.856928825378418
orbit: 26, acc: 0.955805242061615, simple_acc: 0.9295880198478699
orbit: 27, acc: 0.8868913650512695, simple_acc: 0.8164793848991394
orbit: 28, acc: 0.7985018491744995, simple_acc: 0.5760299563407898
orbit: 30, acc: 0.8561797738075256, simple_acc: 0.7490636706352234
orbit: 31, acc: 0.9041198492050171, simple_acc: 0.8179775476455688
orbit: 32, acc: 0.7947565317153931, simple_acc: 0.7086142301559448
orbit: 34, acc: 0.9063670635223389, simple_acc: 0.5775281190872192
orbit: 38, acc: 0.9692884087562561, simple_acc: 0.5782771706581116
orbit: 39, acc: 0.9086142182350159, simple_acc: 0.6434456706047058
orbit: 40, acc: 0.8531835079193115, simple_acc: 0.71685391664505
orbit: 41, acc: 0.9168539047241211, simple_acc: 0.8801498413085938
orbit: 43, acc: 0.8621723055839539, simple_acc: 0.6696628928184509
orbit: 44, acc: 0.810486912727356, simple_acc: 0.6007490754127502
orbit: 45, acc: 0.8599250912666321, simple_acc: 0.7183520793914795
orbit: 46, acc: 0.9041198492050171, simple_acc: 0.6059924960136414
orbit: 50, acc: 0.9363296031951904, simple_acc: 0.5183520317077637
orbit: 53, acc: 0.9131085872650146, simple_acc: 0.6329588294029236
orbit: 54, acc: 0.91161048412323, simple_acc: 0.8501872420310974
orbit: 55, acc: 0.945318341255188, simple_acc: 0.5026217103004456
orbit: 56, acc: 0.8831460475921631, simple_acc: 0.5325842499732971
orbit: 57, acc: 0.9565542936325073, simple_acc: 0.672659158706665
orbit: 58, acc: 0.8891385793685913, simple_acc: 0.5940074920654297
orbit: 61, acc: 0.9131085872650146, simple_acc: 0.8689138293266296
orbit: 62, acc: 0.9183520674705505, simple_acc: 0.6329588294029236
orbit: 63, acc: 0.8614231944084167, simple_acc: 0.800000011920929
orbit: 64, acc: 0.8539325594902039, simple_acc: 0.7303370833396912
orbit: 65, acc: 0.8314606547355652, simple_acc: 0.7775281071662903
orbit: 68, acc: 0.8823969960212708, simple_acc: 0.8382022380828857
orbit: 69, acc: 0.966292142868042, simple_acc: 0.9632958769798279
orbit: 70, acc: 0.9445692896842957, simple_acc: 0.9378277063369751
orbit: 71, acc: 0.9632958769798279, simple_acc: 0.9625468254089355
mean acc: 0.893553265865813
