220	13	102	74	4	361	243	788	1118	10	66	42	20	0	1	0	758	510	5429	3008	3820	5310	64	240	190	5802	4089	8338	162	266	668	67	272	167	184	2	0	8	10	0	4	0	0	73	524	300	107	1	0	18	0	0	0	0	7	5	120	7	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	10	74	43	2	327	104	578	604	3	42	16	9	1	0	0	1153	155	4972	2177	2553	2086	27	229	54	4191	1919	4592	40	217	332	78	132	78	58	0	27	0	0	1	2	0	0	56	308	98	22	0	10	0	6	0	0	0	3	1	55	7	2	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
285	5	39	10	0	135	10	292	156	3	0	0	0	0	0	0	272	5	1943	1032	540	234	17	0	0	2139	591	1144	45	0	0	17	0	0	0	1	0	0	0	0	0	0	0	28	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	9	77	33	3	319	64	581	546	8	50	19	9	1	1	0	854	71	4692	2121	2192	1529	64	199	47	4306	2162	4014	129	198	309	59	143	65	54	1	12	9	6	3	0	0	0	50	359	156	53	0	7	13	6	0	0	0	6	2	57	6	5	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24	6	44	13	2	152	13	346	184	4	32	6	1	1	1	0	318	6	2315	1324	614	268	27	116	6	2636	620	1402	51	120	95	33	15	7	3	1	15	9	3	0	0	0	0	33	258	39	19	0	10	13	3	0	0	0	1	0	14	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
36	9	77	34	2	298	70	614	565	10	33	14	9	0	0	0	691	85	4545	2427	2123	1691	71	122	40	4509	2279	4368	171	125	226	63	137	88	55	2	0	0	0	1	1	0	0	46	241	116	70	1	0	0	0	0	0	0	5	1	55	6	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	8	67	28	0	276	56	500	457	11	0	0	6	0	0	0	768	70	3965	1901	1830	1338	81	0	0	3768	1766	3312	173	0	0	43	102	46	33	2	0	0	0	0	1	0	0	48	0	0	73	1	0	0	0	0	0	0	0	0	46	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	7	51	21	0	192	35	442	296	6	0	0	5	0	0	0	493	35	3234	1870	1076	715	33	0	0	3257	963	2485	92	0	0	46	76	51	25	1	0	0	0	0	0	0	0	51	0	0	35	1	0	0	0	0	0	0	0	0	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	9	76	35	1	303	77	591	572	14	16	7	10	0	0	0	743	105	4536	2325	2194	1825	109	71	21	4233	2256	4322	190	47	109	63	159	80	64	2	0	0	0	0	1	0	0	61	129	57	106	2	0	0	0	0	0	0	1	0	55	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	15	119	104	1	450	442	844	1602	11	16	13	24	0	0	0	1098	1287	6218	2885	5889	9920	88	55	78	6128	5966	11146	150	62	207	70	338	138	287	2	0	0	0	9	8	0	0	83	106	102	137	3	0	0	0	0	0	0	1	0	134	2	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	13	95	75	3	318	255	736	1087	8	35	29	9	0	2	0	636	570	4737	2789	3596	5493	50	98	126	5396	3771	8149	126	97	332	59	120	73	87	1	0	9	18	1	1	0	0	69	267	215	82	1	0	26	0	0	0	0	4	0	128	2	10	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4	12	78	65	1	221	210	609	840	6	10	10	4	0	0	0	353	450	3304	2396	2362	4042	29	24	45	4378	2652	6475	99	21	100	47	45	27	40	0	0	0	0	0	0	0	0	61	64	68	64	1	0	0	0	0	0	0	0	0	52	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	8	67	26	2	280	44	468	434	8	27	12	4	0	0	0	742	41	3766	1687	1811	1096	73	91	28	3518	1739	2969	117	87	159	47	58	17	21	1	0	0	0	0	0	0	0	32	203	104	54	2	0	0	0	0	0	0	2	1	34	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	8	61	28	0	234	56	462	415	6	0	0	6	0	0	0	629	70	3452	1735	1553	1209	38	0	0	3355	1462	3072	71	0	0	44	83	45	36	1	0	0	0	1	0	0	0	42	0	0	40	0	0	0	0	0	0	0	0	0	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	5	44	9	1	176	7	318	159	2	17	3	0	0	0	0	427	2	2539	1136	638	186	12	66	3	2370	686	1143	33	70	51	28	0	0	0	0	0	0	0	0	0	0	0	30	105	27	8	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	7	61	20	1	249	30	430	341	7	21	5	2	0	0	0	625	25	3420	1414	1359	752	64	101	10	3266	1413	2373	107	103	104	40	34	13	9	3	0	0	0	0	0	0	0	38	137	39	37	0	0	0	0	0	0	0	5	0	21	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	9	50	35	1	130	77	358	385	2	13	7	1	0	0	0	220	105	1766	1220	983	1258	8	48	21	2668	1027	2703	28	30	91	18	9	7	7	1	0	0	0	0	0	0	0	36	95	37	16	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	8	71	27	1	299	50	502	463	8	16	6	9	0	0	0	795	55	4030	1741	1887	1242	72	55	15	3642	1916	3204	116	60	91	48	147	60	49	2	0	0	0	2	0	0	0	35	110	50	50	1	0	0	0	0	0	0	2	0	35	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	8	71	27	1	291	50	523	472	5	19	6	3	0	0	0	736	55	4172	1894	1915	1295	33	80	15	3886	1999	3375	75	88	111	47	42	20	15	0	0	0	0	0	0	0	0	40	133	49	33	2	0	0	0	0	0	0	1	0	54	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	9	60	36	0	204	84	406	466	6	0	0	7	0	0	0	450	126	2637	1319	1541	1585	43	0	0	3025	1432	3123	85	0	0	29	91	33	46	0	0	0	0	0	1	0	0	32	0	0	47	1	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	8	90	27	1	503	50	650	590	10	18	6	10	1	0	0	1872	55	7295	2286	3213	1594	115	72	15	4579	3100	4179	151	79	101	92	218	65	53	2	18	0	0	0	0	0	0	49	107	63	64	1	4	0	6	0	0	0	0	0	58	2	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	8	67	28	0	269	56	481	459	9	0	0	5	0	0	0	663	70	3723	1663	1804	1347	66	0	0	3512	1814	3233	113	0	0	40	79	35	30	1	0	0	0	0	0	0	0	45	0	0	59	0	0	0	0	0	0	0	0	0	31	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
281	5	46	10	0	212	10	339	182	6	0	0	1	0	0	0	627	5	3018	1167	825	270	60	0	0	2478	784	1326	82	0	0	42	23	6	3	1	0	0	0	0	0	0	0	32	0	0	24	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	7	46	20	1	148	30	346	255	6	17	5	2	0	0	0	305	25	2162	1223	800	558	44	68	10	2571	781	1881	93	65	84	33	20	18	9	1	0	0	0	0	0	0	0	32	133	28	34	3	0	0	0	0	0	0	2	0	12	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	8	60	27	1	210	50	421	400	6	16	6	2	0	0	0	454	55	2870	1458	1372	1098	39	63	15	3190	1440	2759	86	54	95	35	35	12	11	1	0	0	0	0	0	0	0	37	118	43	40	4	0	0	0	0	0	0	2	0	22	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	11	71	52	3	215	139	514	636	6	46	25	13	1	1	0	411	232	3011	1843	1828	2423	45	172	88	3813	1905	4514	87	153	368	39	135	104	96	0	15	11	8	0	2	0	0	38	318	140	51	0	10	10	7	0	0	0	5	2	34	4	3	13	1	1	0	0	0	1	0	0	0	0	0	0	0	0
187	13	103	75	3	396	253	775	1159	6	45	33	15	1	0	0	998	553	5746	2953	4338	5713	39	162	159	5520	4281	8506	93	180	483	74	227	111	153	0	21	0	0	2	0	0	0	81	324	250	67	2	4	0	11	0	0	0	1	3	118	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	7	53	21	0	195	35	411	312	7	0	0	3	0	0	0	454	35	3001	1557	1124	765	51	0	0	3069	1100	2371	110	0	0	37	46	22	15	3	0	0	0	0	0	0	0	45	0	0	39	0	0	0	0	0	0	0	0	0	24	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	7	57	20	1	215	30	423	319	8	13	5	4	1	0	0	528	25	3198	1552	1177	700	40	37	10	3088	1225	2340	110	40	64	47	63	28	19	2	13	0	0	0	0	0	0	42	77	41	44	4	7	0	5	0	0	0	1	0	24	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253	4	27	6	0	76	4	182	79	3	0	0	1	0	0	0	118	1	993	597	217	77	13	0	0	1369	253	526	54	0	0	7	11	3	2	0	0	0	0	0	0	0	0	23	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	5	36	10	0	110	10	279	142	3	0	0	1	0	0	0	188	5	1689	1108	429	210	14	0	0	2153	496	1094	44	0	0	20	11	2	3	0	0	0	0	0	0	0	0	29	0	0	12	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	9	78	36	0	334	84	572	604	8	0	0	10	0	0	0	932	126	4845	2077	2504	2044	74	0	0	4181	2427	4358	109	0	0	51	162	56	70	1	0	0	0	3	0	0	0	60	0	0	58	0	0	0	0	0	0	0	0	0	50	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	10	70	44	1	223	112	545	600	3	16	8	7	0	0	0	419	182	3354	2001	1867	2235	18	56	28	4017	1981	4544	42	62	125	41	84	67	50	0	0	0	0	0	1	0	0	62	117	51	26	0	0	0	0	0	0	0	1	0	54	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	6	46	15	0	155	20	365	228	5	0	0	1	0	0	0	303	15	2413	1418	762	452	31	0	0	2719	841	1761	79	0	0	30	13	12	4	1	0	0	0	0	0	0	0	34	0	0	25	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	14	107	89	2	450	340	777	1324	11	23	24	22	0	0	0	1493	870	6374	2728	5436	7372	99	58	130	5643	4659	9425	167	63	267	93	346	146	252	4	0	0	0	5	1	0	0	85	170	182	137	0	0	0	0	0	0	0	0	1	104	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	9	66	36	0	241	84	503	508	7	0	0	10	0	0	0	554	126	3485	1907	1770	1711	49	0	0	3681	1691	3795	104	0	0	52	156	81	67	0	0	0	0	1	1	0	0	44	0	0	49	3	0	0	0	0	0	0	0	0	31	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
131	14	108	89	2	396	340	817	1349	10	29	24	13	0	0	0	904	870	5936	3100	4858	7586	68	104	130	5809	4959	9972	171	90	345	81	184	92	150	0	0	0	0	1	1	0	0	82	224	184	120	2	0	0	0	0	0	0	3	1	116	1	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	6	36	15	0	93	20	273	178	2	0	0	1	0	0	0	137	15	1389	1024	454	352	8	0	0	1968	508	1314	38	0	0	21	11	11	4	0	0	0	0	0	0	0	0	28	0	0	9	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	7	63	21	0	260	35	459	372	9	0	0	3	0	0	0	648	35	3719	1659	1512	915	68	0	0	3388	1599	2651	120	0	0	50	48	19	15	5	0	0	0	0	0	0	0	39	0	0	51	2	0	0	0	0	0	0	0	0	31	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	13	107	76	2	401	265	839	1232	10	26	20	13	0	1	0	915	615	6061	3267	4546	6342	70	75	90	5849	4859	9427	163	79	253	84	191	108	132	3	0	5	10	0	1	0	0	63	194	165	114	6	0	14	0	0	0	0	1	0	112	1	5	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0
325	8	61	27	1	222	50	469	392	9	21	6	7	0	0	0	506	55	3295	1754	1368	1042	78	101	15	3393	1364	2912	127	99	122	46	85	67	35	3	0	0	0	0	1	0	0	38	152	36	55	0	0	0	0	0	0	0	5	0	36	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	5	42	9	1	184	7	324	143	4	19	3	2	1	0	0	535	2	2733	1186	607	160	40	85	3	2396	530	1084	67	83	57	34	25	16	4	1	19	0	0	0	0	0	0	25	138	20	14	0	8	0	2	0	0	0	2	0	12	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
86	6	44	15	0	150	20	316	216	6	0	0	2	0	0	0	319	15	2045	1101	726	424	34	0	0	2340	752	1522	97	0	0	31	22	18	8	1	0	0	0	1	0	0	0	23	0	0	28	2	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	5	40	10	0	151	10	303	150	4	0	0	5	0	0	0	353	5	2198	1174	536	210	27	0	0	2349	540	1112	66	0	0	28	68	40	15	0	0	0	0	0	0	0	0	20	0	0	14	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
139	10	76	43	2	299	105	612	636	4	36	14	6	0	1	0	770	161	4634	2476	2445	2268	36	166	42	4377	2261	5031	62	139	249	73	80	58	44	0	0	12	7	0	0	0	0	59	239	101	31	0	0	10	0	0	0	0	5	0	56	5	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
258	13	98	76	2	356	265	746	1125	12	37	20	7	0	1	0	830	615	5301	2784	4014	5776	75	167	90	5491	4014	8341	185	158	369	80	91	62	76	2	0	11	10	0	0	0	0	60	262	143	135	5	0	15	0	0	0	0	4	0	103	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	15	107	101	4	368	404	749	1402	5	56	50	20	0	1	0	800	1070	5073	2578	4700	8169	31	183	278	5377	4709	9657	69	197	688	63	267	140	242	0	0	7	12	1	1	0	0	62	348	346	64	0	0	10	0	0	0	0	1	5	95	3	5	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8	5	31	10	0	82	10	252	120	5	0	0	2	0	0	0	121	5	1310	1012	306	174	23	0	0	1853	340	948	75	0	0	24	22	17	6	2	0	0	0	0	0	0	0	20	0	0	18	1	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	6	39	14	1	121	16	281	181	3	10	4	2	0	0	0	230	9	1690	957	554	307	21	23	6	2078	551	1272	47	21	39	16	28	15	7	0	0	0	0	0	0	0	0	29	73	28	14	0	0	0	0	0	0	0	1	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	9	81	34	2	349	71	608	581	6	37	12	14	1	1	0	951	90	5254	2221	2374	1734	47	156	30	4387	2371	4222	91	168	215	62	244	111	76	0	16	9	6	1	5	0	0	57	268	97	45	2	8	18	6	0	0	0	1	0	62	5	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
178	7	60	21	0	239	35	447	346	7	0	0	7	0	0	0	579	35	3484	1653	1327	830	51	0	0	3409	1369	2500	115	0	0	43	107	52	35	1	0	0	0	0	0	0	0	35	0	0	38	3	0	0	0	0	0	0	0	0	37	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	9	63	34	2	243	71	433	466	4	30	12	4	0	1	0	627	90	3184	1460	1786	1436	35	102	30	3174	1513	3150	55	106	176	32	56	23	23	0	0	6	6	0	0	0	0	36	214	74	31	0	0	16	0	0	0	0	1	0	25	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
278	5	33	10	0	124	10	250	130	2	0	0	1	0	0	0	334	5	1877	904	484	192	14	0	0	1867	383	978	38	0	0	24	12	5	3	1	0	0	0	0	0	0	0	30	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	9	76	35	1	293	77	564	577	8	17	7	7	0	0	0	692	105	4218	2143	2169	1861	61	63	21	3975	2293	4199	126	71	116	64	110	36	43	0	0	0	0	1	1	0	0	59	112	56	60	1	0	0	0	0	0	0	1	0	62	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	7	58	21	0	234	35	423	342	5	0	0	3	0	0	0	629	35	3386	1577	1362	840	32	0	0	3037	1333	2430	68	0	0	44	42	18	15	1	0	0	0	0	0	0	0	41	0	0	30	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	9	72	36	0	274	84	537	568	8	0	0	4	0	0	0	680	126	3930	1988	2127	1960	62	0	0	3900	2152	4144	124	0	0	56	65	23	28	2	0	0	0	0	0	0	0	45	0	0	64	1	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	9	60	35	1	179	77	449	459	4	15	7	3	0	0	0	310	105	2562	1693	1348	1490	24	50	21	3235	1456	3368	51	54	104	50	34	27	20	0	0	0	0	0	0	0	0	35	92	44	29	2	0	0	0	0	0	0	1	0	38	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	6	46	15	0	178	20	330	218	6	0	0	6	0	0	0	469	15	2493	1148	809	412	57	0	0	2434	736	1528	79	0	0	32	81	35	24	1	0	0	0	0	0	0	0	28	0	0	28	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
174	10	80	45	0	283	120	609	700	11	0	0	10	0	0	0	591	210	4183	2228	2406	2720	71	0	0	4446	2643	5194	154	0	0	46	141	74	80	4	0	0	0	0	0	0	0	49	0	0	94	3	0	0	0	0	0	0	0	0	67	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	11	78	53	2	242	147	570	741	5	29	18	5	0	0	0	432	259	3447	2109	2268	3038	27	90	70	4151	2514	5278	72	101	258	44	60	32	42	0	0	0	0	1	0	0	0	49	213	124	45	1	0	0	0	0	0	0	2	1	68	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	8	76	27	1	337	50	561	507	12	13	6	6	0	0	0	926	55	4819	2100	2214	1389	102	36	15	3996	2290	3641	184	40	75	67	107	35	33	2	0	0	0	1	0	0	0	40	106	60	80	3	0	0	0	0	0	0	2	0	54	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	4	39	6	0	176	4	317	111	4	0	0	3	0	0	0	488	1	2747	1307	473	105	37	0	0	2340	495	874	60	0	0	37	53	31	6	0	0	0	0	1	0	0	0	31	0	0	11	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	7	55	20	1	205	30	420	311	5	11	5	4	0	0	0	491	25	3089	1612	1159	694	35	24	10	3111	1164	2330	90	30	51	40	47	25	16	0	0	0	0	0	0	0	0	40	80	40	29	1	0	0	0	0	0	0	1	0	30	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	10	77	44	1	281	112	593	663	7	12	8	8	1	0	0	672	182	4276	2202	2380	2479	53	30	28	4375	2411	4976	97	35	93	51	107	67	59	1	12	0	0	0	0	0	0	53	82	59	62	2	9	0	7	0	0	0	0	0	62	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
206	13	121	75	3	551	253	894	1355	15	61	33	17	1	0	0	1622	553	7859	3206	5989	6651	120	301	159	6169	5902	9705	230	284	658	97	290	137	168	4	22	0	0	5	2	0	0	68	411	287	164	3	5	0	11	0	0	0	8	3	154	6	7	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0
242	10	67	45	0	213	120	496	587	8	0	0	8	0	0	0	427	210	3162	1856	1812	2287	66	0	0	3683	1832	4299	135	0	0	39	105	40	61	1	0	0	0	0	1	0	0	39	0	0	67	1	0	0	0	0	0	0	0	0	40	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	7	62	21	0	252	35	427	360	9	0	0	6	0	0	0	641	35	3276	1474	1416	870	60	0	0	3157	1501	2440	135	0	0	31	96	36	30	1	0	0	0	0	0	0	0	31	0	0	50	0	0	0	0	0	0	0	0	0	23	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	11	85	53	2	323	147	592	795	8	33	18	11	0	0	0	802	259	4488	2022	2947	3208	64	136	70	4352	2896	5423	136	114	291	54	143	68	90	1	0	0	0	2	1	0	0	49	222	131	75	2	0	0	0	0	0	0	2	1	64	4	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	12	86	64	2	291	200	638	886	5	28	20	15	1	0	0	646	406	4248	2333	2887	4006	27	86	88	4654	2938	6437	75	95	271	49	216	101	141	0	10	0	0	1	0	0	0	68	205	133	50	3	7	0	10	0	0	0	1	1	74	4	2	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0
32	9	63	36	0	214	84	491	498	6	0	0	3	0	0	0	479	126	3305	1826	1673	1722	32	0	0	3542	1646	3791	96	0	0	45	39	24	21	2	0	0	0	0	0	0	0	38	0	0	47	0	0	0	0	0	0	0	0	0	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
