orbit: 3, acc: 0.7379436204084802, simple_acc: 0.5077881813049316
orbit: 5, acc: 0.996875, simple_acc: 0.9968847632408142
orbit: 8, acc: 1.0, simple_acc: 0.9781931638717651
orbit: 11, acc: 0.9196013289036543, simple_acc: 0.9376947283744812
orbit: 12, acc: 0.6448606271777004, simple_acc: 0.8722741603851318
orbit: 13, acc: 0.28091872791519434, simple_acc: 0.881619930267334
orbit: 16, acc: 0.9989212513484358, simple_acc: 0.9626168012619019
orbit: 23, acc: 0.7352804101289421, simple_acc: 0.5109034180641174
orbit: 33, acc: 0.9276190476190475, simple_acc: 0.9345794320106506
orbit: 38, acc: 0.708902939166097, simple_acc: 0.6510903239250183
orbit: 39, acc: 0.30498010001020515, simple_acc: 0.7445482611656189
orbit: 46, acc: 0.6554393806369223, simple_acc: 0.5825545191764832
orbit: 53, acc: 0.6763969638242894, simple_acc: 0.5981308221817017
orbit: 54, acc: 0.4541814946619217, simple_acc: 0.8753893971443176
orbit: 55, acc: 0.99375, simple_acc: 0.9968847632408142
orbit: 56, acc: 0.6639743485672538, simple_acc: 0.604361355304718
orbit: 57, acc: 0.7887037037037036, simple_acc: 0.7009345889091492
orbit: 58, acc: 0.781333859510655, simple_acc: 0.5638629198074341
orbit: 59, acc: 0.8043988269794722, simple_acc: 0.9657320976257324
orbit: 60, acc: 0.7363344051446945, simple_acc: 0.9688473343849182
orbit: 61, acc: 0.18607594936708863, simple_acc: 0.9844236969947815
orbit: 62, acc: 0.6649361022364217, simple_acc: 0.9750778675079346
orbit: 63, acc: 0.2484876686831084, simple_acc: 0.9563862681388855
orbit: 64, acc: 0.5324675324675325, simple_acc: 0.9595015645027161
orbit: 68, acc: 0.7137223974763407, simple_acc: 0.9875389337539673
orbit: 69, acc: 0.94375, simple_acc: 0.9968847632408142
mean acc: 0.6961482956129679
