orbit: 3, acc: 0.6884722222222222, simple_acc: 0.6000000238418579
orbit: 5, acc: 0.9966329966329968, simple_acc: 0.9900000095367432
orbit: 8, acc: 0.8297059946544483, simple_acc: 0.9700000286102295
orbit: 11, acc: 0.9073454545454546, simple_acc: 0.9166666865348816
orbit: 12, acc: 0.6719510280960602, simple_acc: 0.9233333468437195
orbit: 13, acc: 0.4220943290286356, simple_acc: 0.9133333563804626
orbit: 16, acc: 0.9958428601122428, simple_acc: 0.9433333277702332
orbit: 23, acc: 0.6945540647198105, simple_acc: 0.6033333539962769
orbit: 33, acc: 0.8986568986568986, simple_acc: 0.9100000262260437
orbit: 34, acc: 0.7306705927051672, simple_acc: 0.6266666650772095
orbit: 38, acc: 0.7552606740325357, simple_acc: 0.7233333587646484
orbit: 39, acc: 0.729405819074435, simple_acc: 0.8100000023841858
orbit: 46, acc: 0.6593436154949784, simple_acc: 0.54666668176651
orbit: 56, acc: 0.7185081294478208, simple_acc: 0.6899999976158142
orbit: 57, acc: 0.8033699633699634, simple_acc: 0.6499999761581421
orbit: 58, acc: 0.724400871459695, simple_acc: 0.6600000262260437
orbit: 59, acc: 0.672542372881356, simple_acc: 0.9833333492279053
orbit: 60, acc: 0.7567040468064359, simple_acc: 0.9766666889190674
orbit: 61, acc: 0.7719594594594594, simple_acc: 0.9866666793823242
orbit: 62, acc: 0.5749143835616438, simple_acc: 0.9733333587646484
orbit: 63, acc: 0.6067201221840397, simple_acc: 0.9700000286102295
orbit: 64, acc: 0.5153061224489797, simple_acc: 0.9800000190734863
orbit: 68, acc: 0.6846240179573513, simple_acc: 0.9900000095367432
orbit: 69, acc: 0.14046822742474918, simple_acc: 0.996666669845581
mean acc: 0.7062272611240575
