orbit: 2, acc: 0.9986078211361842, simple_acc: 0.8877697587013245
orbit: 3, acc: 0.9024571272315325, simple_acc: 0.6949640512466431
orbit: 4, acc: 0.9615502216786425, simple_acc: 0.9107913374900818
orbit: 5, acc: 0.9930772741872771, simple_acc: 0.5712230205535889
orbit: 8, acc: 0.9392984903368057, simple_acc: 0.7568345069885254
orbit: 10, acc: 0.9587228607918263, simple_acc: 0.5827338099479675
orbit: 11, acc: 0.994430894308943, simple_acc: 0.8848921060562134
orbit: 12, acc: 0.9489633173843701, simple_acc: 0.6992805600166321
orbit: 15, acc: 0.9867594936708861, simple_acc: 0.568345308303833
orbit: 16, acc: 0.9824776292062197, simple_acc: 0.5812949538230896
orbit: 23, acc: 0.9378023841588109, simple_acc: 0.5309352278709412
orbit: 25, acc: 0.9757573149741824, simple_acc: 0.597122311592102
orbit: 26, acc: 0.9294032399979297, simple_acc: 0.800000011920929
orbit: 27, acc: 0.914587279112958, simple_acc: 0.6575539708137512
orbit: 28, acc: 0.9515850335615073, simple_acc: 0.5280575752258301
orbit: 30, acc: 0.9858008041121686, simple_acc: 0.5769784450531006
orbit: 32, acc: 0.9326914949368587, simple_acc: 0.5712230205535889
orbit: 33, acc: 0.991047599743252, simple_acc: 0.5697841644287109
orbit: 34, acc: 0.991751962635397, simple_acc: 0.500719428062439
orbit: 38, acc: 0.9889710327673467, simple_acc: 0.6014388203620911
orbit: 39, acc: 0.9553654024051803, simple_acc: 0.6618704795837402
orbit: 40, acc: 0.9214285714285715, simple_acc: 0.7482014298439026
orbit: 44, acc: 0.9287065617843274, simple_acc: 0.5223021507263184
orbit: 45, acc: 0.9862840597174801, simple_acc: 0.5510791540145874
orbit: 46, acc: 0.9923756484842458, simple_acc: 0.5136690735816956
orbit: 50, acc: 0.9892318313464, simple_acc: 0.564028799533844
orbit: 53, acc: 0.9688798185941042, simple_acc: 0.6474820375442505
orbit: 55, acc: 0.9995460277427491, simple_acc: 0.5611510872840881
orbit: 56, acc: 0.9594693565032124, simple_acc: 0.535251796245575
orbit: 57, acc: 0.975249618446941, simple_acc: 0.6575539708137512
orbit: 58, acc: 0.959137758307439, simple_acc: 0.5784172415733337
orbit: 62, acc: 0.9637561476914043, simple_acc: 0.6561151146888733
orbit: 64, acc: 0.9151042364180171, simple_acc: 0.7539568543434143
orbit: 69, acc: 0.9079968944099378, simple_acc: 0.9669064879417419
orbit: 72, acc: 0.9026354319180088, simple_acc: 0.9827337861061096
mean acc: 0.9597403040323176
