orbit: 2, acc: 0.9813988208770752, simple_acc: 0.944486141204834
orbit: 3, acc: 0.9169474244117737, simple_acc: 0.6984245777130127
orbit: 5, acc: 0.9001432061195374, simple_acc: 0.7051762938499451
orbit: 8, acc: 0.925595223903656, simple_acc: 0.8394598364830017
orbit: 10, acc: 0.8766144514083862, simple_acc: 0.6429107189178467
orbit: 11, acc: 0.9970238208770752, simple_acc: 0.8942235708236694
orbit: 12, acc: 0.879309892654419, simple_acc: 0.6759189963340759
orbit: 13, acc: 0.8470069169998169, simple_acc: 0.7584396004676819
orbit: 14, acc: 0.9477622509002686, simple_acc: 0.9249812364578247
orbit: 15, acc: 0.8417705297470093, simple_acc: 0.831207811832428
orbit: 16, acc: 0.9360119104385376, simple_acc: 0.5266316533088684
orbit: 19, acc: 0.910840630531311, simple_acc: 0.8799700140953064
orbit: 21, acc: 0.8694828748703003, simple_acc: 0.7809452414512634
orbit: 22, acc: 0.8416441679000854, simple_acc: 0.6294073462486267
orbit: 23, acc: 0.856370747089386, simple_acc: 0.5236309170722961
orbit: 25, acc: 0.8880840539932251, simple_acc: 0.8514628410339355
orbit: 26, acc: 0.965029776096344, simple_acc: 0.92873215675354
orbit: 27, acc: 0.8968580961227417, simple_acc: 0.8124530911445618
orbit: 28, acc: 0.8237870335578918, simple_acc: 0.5791447758674622
orbit: 30, acc: 0.8618878722190857, simple_acc: 0.7486871480941772
orbit: 31, acc: 0.9171019196510315, simple_acc: 0.8139534592628479
orbit: 32, acc: 0.8316627740859985, simple_acc: 0.7029257416725159
orbit: 34, acc: 0.9187443852424622, simple_acc: 0.576894223690033
orbit: 38, acc: 0.9706733226776123, simple_acc: 0.577644407749176
orbit: 39, acc: 0.9092261791229248, simple_acc: 0.6429107189178467
orbit: 40, acc: 0.8499550819396973, simple_acc: 0.7164291143417358
orbit: 41, acc: 0.9228997826576233, simple_acc: 0.8799700140953064
orbit: 43, acc: 0.8900073170661926, simple_acc: 0.6714178323745728
orbit: 44, acc: 0.8301746845245361, simple_acc: 0.5993998646736145
orbit: 45, acc: 0.8708164691925049, simple_acc: 0.7149287462234497
orbit: 46, acc: 0.9212573170661926, simple_acc: 0.604651153087616
orbit: 50, acc: 0.9382440447807312, simple_acc: 0.5176293849945068
orbit: 53, acc: 0.9163578748703003, simple_acc: 0.632408082485199
orbit: 54, acc: 0.9172562956809998, simple_acc: 0.8499624729156494
orbit: 55, acc: 0.9481974244117737, simple_acc: 0.5041260123252869
orbit: 56, acc: 0.9096614122390747, simple_acc: 0.5273818373680115
orbit: 57, acc: 0.9895833134651184, simple_acc: 0.6721680164337158
orbit: 58, acc: 0.9051971435546875, simple_acc: 0.5903975963592529
orbit: 61, acc: 0.9237983226776123, simple_acc: 0.8687171936035156
orbit: 62, acc: 0.9200780987739563, simple_acc: 0.632408082485199
orbit: 63, acc: 0.8672225475311279, simple_acc: 0.7996999025344849
orbit: 64, acc: 0.8504183888435364, simple_acc: 0.7299324870109558
orbit: 65, acc: 0.844465970993042, simple_acc: 0.7771943211555481
orbit: 68, acc: 0.8860062956809998, simple_acc: 0.8379594683647156
orbit: 69, acc: 0.9813988208770752, simple_acc: 0.9632408022880554
orbit: 70, acc: 0.9538690447807312, simple_acc: 0.9377344250679016
orbit: 71, acc: 0.972470223903656, simple_acc: 0.9624906182289124
orbit: 72, acc: 0.9858630895614624, simple_acc: 0.9842460751533508
mean acc: 0.9063786926368872
