orbit: 3, acc: 0.7612285150746689, simple_acc: 0.6167883276939392
orbit: 5, acc: 0.997539975399754, simple_acc: 0.989051103591919
orbit: 12, acc: 0.999, simple_acc: 0.9124087691307068
orbit: 13, acc: 0.33849999999999997, simple_acc: 0.9124087691307068
orbit: 16, acc: 0.995880064087892, simple_acc: 0.9379562139511108
orbit: 23, acc: 0.7759049773755657, simple_acc: 0.6204379796981812
orbit: 33, acc: 0.3844654370970161, simple_acc: 0.9014598727226257
orbit: 38, acc: 0.7526164311878597, simple_acc: 0.7153284549713135
orbit: 39, acc: 0.3136507936507936, simple_acc: 0.8211678862571716
orbit: 54, acc: 0.8834228304174606, simple_acc: 0.9160584211349487
orbit: 58, acc: 0.8075918615244457, simple_acc: 0.6751824617385864
orbit: 61, acc: 0.9724264705882354, simple_acc: 0.9927007555961609
orbit: 63, acc: 0.23026315789473686, simple_acc: 0.970802903175354
orbit: 68, acc: 0.9666666666666667, simple_acc: 0.985401451587677
mean acc: 0.727082655783221
