
class 0
orbit 5:, 0.2289949357509613
orbit 21:, 0.21994677186012268
orbit 69:, 0.20237228274345398
orbit 71:, 0.19042272865772247
orbit 14:, 0.1843881905078888
orbit 15:, 0.182345449924469
orbit 19:, 0.18056873977184296
orbit 34:, 0.1631639003753662
orbit 46:, 0.16226933896541595
orbit 2:, 0.14967693388462067

class 1
orbit 3:, 0.1932799071073532
orbit 10:, 0.1922585815191269
orbit 72:, 0.17673681676387787
orbit 41:, 0.11710689961910248
orbit 2:, 0.11541548371315002
orbit 23:, 0.10914820432662964
orbit 68:, 0.10615324974060059
orbit 54:, 0.1050168126821518
orbit 65:, 0.10110165178775787
orbit 63:, 0.09384196251630783
